gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
Gene_6147	protein_coding	485	339	146	105	267	21
Gene_6148	protein_coding	524	697	1237	422	791	940
Gene_6149	lncRNA	26	34	150	221	1805	626
Gene_6150	protein_coding	1543	988	1305	1834	1024	1046
Gene_6151	lncRNA	678	1128	365	167	701	450
Gene_6152	protein_coding	861	3155	5137	5659	2882	4882
Gene_6153	protein_coding	24	1115	358	207	15	1051
Gene_6154	protein_coding	452	695	616	1205	719	1089
Gene_6155	pseudogene	1167	797	168	865	49	1380
Gene_6156	protein_coding	554	721	1028	615	604	1423
Gene_6157	protein_coding	1185	3482	2433	435	692	368
Gene_6158	lncRNA	137	110	136	166	101	429
Gene_6159	protein_coding	337	102	400	742	376	1083
Gene_6160	lncRNA	2928	1223	1092	2354	3427	1409
Gene_6161	protein_coding	860	437	350	513	789	758
Gene_6162	protein_coding	3567	1271	222	3148	2367	254
Gene_6163	protein_coding	838	433	917	679	624	286
Gene_6164	protein_coding	1109	1096	2433	1627	1774	1027
Gene_6165	lncRNA	391	1462	885	1713	350	618
Gene_6166	protein_coding	942	653	285	1289	61	64
Gene_6167	protein_coding	585	657	804	1028	1156	762
Gene_6168	protein_coding	46	17	87	445	54	109
Gene_6169	protein_coding	1242	1201	1639	3111	2877	4208
Gene_6170	protein_coding	272	80	567	785	699	915
Gene_6171	protein_coding	395	559	951	377	524	184
Gene_6172	protein_coding	457	263	209	1003	503	712
Gene_6173	lncRNA	246	502	531	151	298	553
Gene_6174	protein_coding	443	2061	1371	624	1214	958
Gene_6175	protein_coding	607	874	4191	927	2339	2855
Gene_6176	protein_coding	397	550	27	709	527	531
Gene_6177	lncRNA	646	1535	9421	12429	10396	3210
Gene_6178	protein_coding	756	1478	770	1209	654	1459
Gene_6179	protein_coding	752	630	1083	623	1409	1064
Gene_6180	protein_coding	739	931	2416	1216	2341	1480
Gene_6181	protein_coding	1275	2022	680	579	2979	2997
Gene_6182	protein_coding	911	1637	896	1097	1448	759
Gene_6183	protein_coding	882	1999	839	7877	4400	158
Gene_6184	protein_coding	654	207	529	425	1520	691
Gene_6185	protein_coding	1144	2684	1580	7088	5141	1776
Gene_6186	protein_coding	1095	1612	1836	1188	1163	1195
Gene_6187	protein_coding	594	1758	733	1430	1157	927
Gene_6188	protein_coding	1213	1278	917	589	1962	1522
Gene_6189	protein_coding	1054	2254	3646	2429	3062	223
Gene_6190	protein_coding	610	835	1037	1179	729	801
Gene_6191	protein_coding	262	852	271	525	683	785
Gene_6192	protein_coding	1615	3342	4699	4123	3351	1542
Gene_6193	protein_coding	3539	162	68	2565	94	407
Gene_6194	protein_coding	665	1494	1160	921	1126	921
Gene_6195	protein_coding	372	636	442	410	478	511
Gene_6196	pseudogene	4022	837	1109	227	313	578
Gene_6197	protein_coding	1464	499	1779	1953	1433	775
Gene_6198	lncRNA	1965	1210	2473	3003	921	1379
Gene_6199	protein_coding	2893	1515	3352	3354	4171	1820
Gene_6200	pseudogene	1035	888	1240	864	352	628
Gene_6201	pseudogene	3292	6	118	3006	10310	98
Gene_6202	protein_coding	104	118	107	161	117	139
Gene_6203	protein_coding	1804	2200	621	2003	830	1089
Gene_6204	pseudogene	2141	2810	4672	4725	5484	1742
Gene_6205	lncRNA	329	567	205	20	93	1062
Gene_6206	lncRNA	171	125	73	165	204	162
Gene_6207	lncRNA	626	577	640	250	308	1020
Gene_6208	protein_coding	410	1767	464	5945	412	1001
Gene_6209	pseudogene	969	1383	361	545	841	1281
Gene_6210	protein_coding	2192	4921	2644	7890	1917	917
Gene_6211	protein_coding	756	540	382	990	506	695
Gene_6212	protein_coding	3317	1682	2867	5584	2751	1394
Gene_6213	lncRNA	208	216	270	334	112	540
Gene_6214	protein_coding	1551	2752	3232	1542	1466	1637
Gene_6215	protein_coding	463	451	1662	184	1085	1080
Gene_6216	protein_coding	655	2821	34	1742	186	3102
Gene_6217	protein_coding	1410	651	1323	2693	174	991
Gene_6218	pseudogene	518	1186	701	3144	1289	1492
Gene_6219	protein_coding	232	160	75	73	181	202
Gene_6220	protein_coding	112	86	70	81	99	67
Gene_6221	protein_coding	3039	1409	1720	1294	1551	1274
Gene_6222	protein_coding	1521	963	1398	1407	1488	1619
Gene_6223	protein_coding	867	401	302	412	478	410
Gene_6224	protein_coding	827	492	978	209	945	721
Gene_6225	protein_coding	186	394	162	132	233	171
Gene_6226	lncRNA	178	313	517	312	413	346
Gene_6227	protein_coding	144	11	378	290	28	136
Gene_6228	protein_coding	1355	1889	1894	3012	2258	3297
Gene_6229	protein_coding	425	218	106	68	242	159
Gene_6230	protein_coding	1338	734	551	1089	669	688
Gene_6231	protein_coding	292	382	96	474	206	21
Gene_6232	protein_coding	211	928	820	1496	453	705
Gene_6233	protein_coding	265	666	420	142	559	644
Gene_6234	protein_coding	739	1834	579	2109	386	4171
Gene_6235	protein_coding	942	384	1314	1251	168	154
Gene_6236	protein_coding	354	420	86	697	2250	1958
Gene_6237	protein_coding	1750	1683	2667	4122	3081	5016
Gene_6238	protein_coding	2651	2853	1333	2520	2068	1014
Gene_6239	lncRNA	1306	925	348	901	1667	1357
Gene_6240	pseudogene	886	1938	1066	437	1132	491
Gene_6241	protein_coding	205	115	167	50	32	64
Gene_6242	pseudogene	341	1306	700	751	902	763
Gene_6243	protein_coding	1175	1012	851	1231	1173	589
Gene_6244	protein_coding	438	464	328	225	341	348
Gene_6245	protein_coding	175	200	117	178	196	84
Gene_6246	protein_coding	47	533	484	1026	222	331
Gene_6247	protein_coding	295	819	867	909	470	804
Gene_6248	protein_coding	280	1930	2991	2730	1114	775
Gene_6249	lncRNA	198	382	231	232	832	58
Gene_6250	protein_coding	29	120	44	96	48	76
Gene_6251	protein_coding	104	159	322	259	171	110
Gene_6252	pseudogene	241	184	198	178	163	56
Gene_6253	protein_coding	2621	1016	671	3613	3643	1657
Gene_6254	protein_coding	1799	3683	4136	4545	3934	2197
Gene_6255	protein_coding	385	767	672	1450	1321	714
Gene_6256	protein_coding	465	447	1004	567	355	534
Gene_6257	protein_coding	602	2136	328	793	860	1071
Gene_6258	pseudogene	1069	878	945	659	285	1183
Gene_6259	protein_coding	1133	535	396	1111	132	994
Gene_6260	protein_coding	258	379	272	353	357	430
Gene_6261	protein_coding	520	3471	1047	2139	1427	1764
Gene_6262	protein_coding	961	713	385	1533	1102	930
Gene_6263	protein_coding	319	174	418	209	408	168
Gene_6264	protein_coding	25	2952	356	361	2148	323
Gene_6265	protein_coding	1100	2003	1132	1001	1650	1358
Gene_6266	protein_coding	320	457	444	378	156	365
Gene_6267	protein_coding	873	1010	1368	1121	1428	758
Gene_6268	protein_coding	235	283	276	348	322	218
Gene_6269	protein_coding	492	1663	2066	2003	617	1394
Gene_6270	pseudogene	568	379	1212	293	833	953
Gene_6271	protein_coding	1244	2032	1447	528	1244	1804
Gene_6272	protein_coding	1200	1056	3716	1657	3235	503
Gene_6273	protein_coding	862	2158	1070	1102	272	879
Gene_6274	lncRNA	431	1088	659	966	812	1326
Gene_6275	lncRNA	769	2210	4108	1892	3602	1463
Gene_6276	protein_coding	2141	1322	2090	1362	819	1969
Gene_6277	protein_coding	1664	762	1328	1714	2360	1366
Gene_6278	protein_coding	2094	636	1183	1747	1346	2239
Gene_6279	protein_coding	517	181	266	503	454	338
Gene_6280	protein_coding	1232	1449	1208	2245	3723	5154
Gene_6281	lncRNA	1701	1631	3972	1378	6044	2510
Gene_6282	protein_coding	640	1051	843	645	828	774
Gene_6283	protein_coding	1197	252	482	6930	1282	4114
Gene_6284	lncRNA	163	156	232	555	277	148
Gene_6285	protein_coding	1785	1440	1172	1317	1288	2352
Gene_6286	protein_coding	407	196	263	550	426	100
Gene_6287	protein_coding	308	554	377	159	516	145
Gene_6288	protein_coding	1401	1808	958	2263	1455	739
Gene_6289	protein_coding	2361	1744	1742	1202	3718	1193
Gene_6290	protein_coding	241	151	189	231	381	193
Gene_6291	protein_coding	932	1084	1034	1156	177	497
Gene_6292	lncRNA	567	1108	762	922	585	408
Gene_6293	protein_coding	686	454	817	442	652	1305
Gene_6294	protein_coding	486	1583	141	621	1463	443
Gene_6295	protein_coding	1472	1671	968	877	615	2730
Gene_6296	protein_coding	364	597	560	626	621	1114
Gene_6297	lncRNA	123	483	1099	190	160	345
Gene_6298	protein_coding	573	588	910	409	562	335
Gene_6299	protein_coding	1181	3006	1769	1743	571	1037
Gene_6300	pseudogene	2870	2358	1723	2856	2330	3968
Gene_6301	pseudogene	1413	622	631	346	905	802
Gene_6302	protein_coding	693	507	706	1569	1539	1105
Gene_6303	protein_coding	774	446	3119	379	845	331
Gene_6304	protein_coding	555	849	123	530	157	427
Gene_6305	pseudogene	121	394	321	225	604	404
Gene_6306	pseudogene	1264	711	1153	884	798	1832
Gene_6307	lncRNA	372	308	320	559	817	75
Gene_6308	protein_coding	1273	2546	716	1826	735	1411
Gene_6309	protein_coding	2063	2004	1908	1758	1091	1159
Gene_6310	lncRNA	325	1275	3	382	21	466
Gene_6311	protein_coding	1122	1030	934	899	1126	640
Gene_6312	pseudogene	145	77	585	204	32	68
Gene_6313	protein_coding	470	28	488	301	143	143
Gene_6314	protein_coding	1500	924	937	905	793	831
Gene_6315	protein_coding	8216	1423	2543	2168	636	4204
Gene_6316	protein_coding	1501	1392	62	1276	1847	350
Gene_6317	pseudogene	389	438	849	130	84	206
Gene_6318	pseudogene	504	374	89	753	663	1817
Gene_6319	protein_coding	462	565	248	617	871	437
Gene_6320	protein_coding	1175	791	1090	699	812	1388
Gene_6321	protein_coding	2469	2888	1141	2541	2298	2131
Gene_6322	lncRNA	1019	843	1303	704	314	939
Gene_6323	protein_coding	1383	488	872	901	1224	1492
Gene_6324	protein_coding	1354	755	1175	843	1185	919
Gene_6325	protein_coding	2657	1521	1770	1044	714	4261
Gene_6326	pseudogene	326	563	441	647	826	1033
Gene_6327	protein_coding	8700	872	1658	1024	3338	1796
Gene_6328	protein_coding	1103	1407	1922	821	770	1157
Gene_6329	lncRNA	93	1172	836	242	2392	828
Gene_6330	protein_coding	1418	33	1103	679	791	1381
Gene_6331	protein_coding	222	655	465	10	5	521
Gene_6332	protein_coding	588	828	774	474	505	966
Gene_6333	protein_coding	155	127	255	1111	29	2576
Gene_6334	protein_coding	232	93	826	196	812	282
Gene_6335	pseudogene	459	446	335	810	326	335
Gene_6336	lncRNA	146	574	386	144	73	177
Gene_6337	protein_coding	282	90	682	425	57	332
Gene_6338	pseudogene	1932	2939	2734	2621	2957	3222
Gene_6339	protein_coding	1110	1995	1465	1434	1542	643
Gene_6340	protein_coding	2475	3407	2702	3843	2517	2024
Gene_6341	lncRNA	1282	2663	3002	1072	996	1883
Gene_6342	pseudogene	1440	584	340	581	588	1271
Gene_6343	protein_coding	576	752	617	604	431	1058
Gene_6344	protein_coding	95	204	236	313	422	470
Gene_6345	protein_coding	685	1987	1399	1063	1085	1403
Gene_6346	protein_coding	228	1408	2397	589	442	569
Gene_6347	protein_coding	743	821	555	1358	1524	750
Gene_6348	lncRNA	254	899	113	1157	118	2174
Gene_6349	protein_coding	599	544	442	281	204	306
Gene_6350	lncRNA	459	191	537	650	375	310
Gene_6351	protein_coding	2077	2115	2091	3006	1404	481
Gene_6352	protein_coding	675	630	683	779	638	551
Gene_6353	protein_coding	201	162	158	438	205	670
Gene_6354	protein_coding	685	717	410	319	790	704
Gene_6355	protein_coding	499	955	671	888	560	1258
Gene_6356	protein_coding	953	1171	729	912	934	709
Gene_6357	lncRNA	619	630	754	596	884	858
Gene_6358	protein_coding	98	181	145	131	259	160
Gene_6359	protein_coding	247	426	375	219	516	351
Gene_6360	protein_coding	331	806	673	663	463	205
Gene_6361	protein_coding	413	553	541	501	228	398
Gene_6362	protein_coding	892	563	332	778	476	447
Gene_6363	pseudogene	830	716	1198	843	244	131
Gene_6364	lncRNA	557	217	113	287	10	88
Gene_6365	protein_coding	642	279	837	366	293	434
Gene_6366	pseudogene	182	1049	196	424	4662	4962
Gene_6367	protein_coding	760	411	1438	859	1590	1323
Gene_6368	protein_coding	942	1358	786	1824	696	1496
Gene_6369	protein_coding	835	757	267	624	229	35
Gene_6370	lncRNA	5056	3267	2930	5179	339	1083
Gene_6371	protein_coding	1663	1116	2129	1722	1896	1363
Gene_6372	protein_coding	179	144	153	50	595	634
Gene_6373	protein_coding	314	372	159	345	153	358
Gene_6374	protein_coding	1300	1828	1685	243	2219	1463
Gene_6375	protein_coding	1235	826	1163	733	771	810
Gene_6376	lncRNA	2588	519	502	265	2079	369
Gene_6377	protein_coding	967	1645	612	1789	590	1117
Gene_6378	protein_coding	888	920	2192	455	309	163
Gene_6379	lncRNA	721	1924	945	1430	329	31
Gene_6380	protein_coding	2831	2529	1105	1407	1592	1068
Gene_6381	protein_coding	1995	7	1706	853	263	168
Gene_6382	protein_coding	476	356	8	174	797	1201
Gene_6383	lncRNA	1105	995	849	1706	759	1138
Gene_6384	protein_coding	50	23	22	29	24	41
Gene_6385	protein_coding	660	619	766	505	783	905
Gene_6386	protein_coding	398	1024	571	639	621	615
Gene_6387	pseudogene	987	907	758	217	2338	1392
Gene_6388	protein_coding	389	438	1615	425	251	278
Gene_6389	lncRNA	972	13	127	36	188	5
Gene_6390	pseudogene	613	578	1162	673	219	1328
Gene_6391	protein_coding	148	500	486	165	197	276
Gene_6392	protein_coding	2085	1567	3239	2163	895	728
Gene_6393	protein_coding	1949	1759	235	314	341	2539
Gene_6394	protein_coding	981	568	780	690	1025	1635
Gene_6395	protein_coding	304	386	347	214	122	220
Gene_6396	protein_coding	152	381	267	242	300	293
Gene_6397	protein_coding	596	798	418	254	191	160
Gene_6398	protein_coding	371	228	55	194	292	379
Gene_6399	protein_coding	2858	717	1526	3000	4721	8813
Gene_6400	protein_coding	320	632	584	426	1031	810
Gene_6401	protein_coding	312	545	607	536	390	532
Gene_6402	lncRNA	795	1172	581	598	314	840
Gene_6403	lncRNA	747	697	1493	186	1470	2293
Gene_6404	protein_coding	764	1136	2120	659	3192	653
Gene_6405	lncRNA	194	1241	342	241	650	154
Gene_6406	lncRNA	1595	1218	456	1815	1365	1011
Gene_6407	protein_coding	3496	114	898	790	1021	1395
Gene_6408	pseudogene	678	807	1409	1905	1338	1028
Gene_6409	protein_coding	783	498	928	823	666	749
Gene_6410	protein_coding	110	26	262	24	362	174
Gene_6411	protein_coding	2522	967	1763	1341	3897	3235
Gene_6412	protein_coding	401	36	556	2	366	22
Gene_6413	protein_coding	670	1591	603	1013	400	1397
Gene_6414	protein_coding	477	875	1276	265	293	468
Gene_6415	pseudogene	1287	1381	566	1775	497	1332
Gene_6416	lncRNA	757	932	86	592	124	186
Gene_6417	protein_coding	202	265	1889	700	882	188
Gene_6418	protein_coding	224	394	332	315	175	116
Gene_6419	pseudogene	421	691	909	1178	861	1383
Gene_6420	protein_coding	450	266	325	438	626	254
Gene_6421	protein_coding	2765	755	4337	4437	3772	8336
Gene_6422	protein_coding	1374	1039	1682	1281	2627	848
Gene_6423	lncRNA	938	226	967	148	314	948
Gene_6424	protein_coding	479	557	547	142	277	412
Gene_6425	lncRNA	947	1447	1291	920	374	594
Gene_6426	protein_coding	358	742	513	814	605	1246
Gene_6427	protein_coding	2662	647	1081	3774	810	3382
Gene_6428	protein_coding	781	274	1347	863	547	255
Gene_6429	pseudogene	2459	4037	1903	4486	8960	2960
Gene_6430	lncRNA	2149	3713	3787	1870	3500	1486
Gene_6431	lncRNA	958	2609	2686	1237	882	3501
Gene_6432	protein_coding	264	557	1169	593	275	1272
Gene_6433	lncRNA	1058	650	440	1052	841	471
Gene_6434	protein_coding	670	256	331	244	373	356
Gene_6435	pseudogene	1412	1222	1998	2243	2343	1555
Gene_6436	protein_coding	1083	785	861	575	1085	1098
Gene_6437	protein_coding	983	665	2646	2356	2390	2201
Gene_6438	protein_coding	1276	618	3239	3299	1096	3117
Gene_6439	lncRNA	653	232	540	773	445	1231
Gene_6440	lncRNA	118	173	213	53	62	130
Gene_6441	lncRNA	627	68	721	704	546	549
Gene_6442	protein_coding	497	294	229	457	161	354
Gene_6443	protein_coding	513	401	415	252	612	472
Gene_6444	protein_coding	1160	595	340	1302	283	1771
Gene_6445	lncRNA	1297	1939	3323	885	1539	849
Gene_6446	protein_coding	56	180	755	878	623	722
Gene_6447	protein_coding	616	319	455	357	504	648
Gene_6448	lncRNA	224	315	194	613	803	1237
Gene_6449	protein_coding	891	1007	1024	215	126	43
Gene_6450	protein_coding	343	840	1270	266	295	347
Gene_6451	protein_coding	112	111	189	252	422	672
Gene_6452	protein_coding	98	895	839	376	242	261
Gene_6453	protein_coding	673	833	1230	1134	1236	636
Gene_6454	protein_coding	638	599	646	1008	767	518
Gene_6455	protein_coding	200	244	104	373	228	238
Gene_6456	protein_coding	454	343	650	73	490	504
Gene_6457	lncRNA	284	165	399	455	418	672
Gene_6458	protein_coding	1206	961	1337	1507	1226	1210
Gene_6459	protein_coding	860	168	618	911	341	967
Gene_6460	protein_coding	631	824	966	607	642	520
Gene_6461	pseudogene	94	165	155	104	80	71
Gene_6462	protein_coding	33	47	9	33	26	48
Gene_6463	protein_coding	891	277	448	256	167	602
Gene_6464	protein_coding	180	150	153	48	72	51
Gene_6465	protein_coding	371	384	304	380	239	506
Gene_6466	protein_coding	222	131	220	245	184	184
Gene_6467	protein_coding	2105	1879	2000	1977	1298	1652
Gene_6468	lncRNA	420	579	668	535	53	454
Gene_6469	protein_coding	476	590	322	132	615	144
Gene_6470	protein_coding	764	3820	953	1877	1952	2029
Gene_6471	protein_coding	1291	382	1354	2681	1964	39
Gene_6472	protein_coding	204	167	18	75	342	61
Gene_6473	lncRNA	351	1465	84	2420	969	576
Gene_6474	protein_coding	1699	1521	1756	1793	1562	1524
Gene_6475	protein_coding	874	1341	975	3476	3575	1481
Gene_6476	protein_coding	1072	1027	568	1298	492	847
Gene_6477	protein_coding	926	1070	2309	4568	1782	9371
Gene_6478	protein_coding	517	3193	2193	3552	2489	567
Gene_6479	protein_coding	1009	213	364	486	326	237
Gene_6480	protein_coding	149	331	366	246	358	273
Gene_6481	lncRNA	0	97	3	0	8	50
Gene_6482	protein_coding	487	682	735	1453	704	347
Gene_6483	protein_coding	958	692	542	617	612	557
Gene_6484	protein_coding	2467	3045	5218	670	2319	2150
Gene_6485	protein_coding	447	2804	489	3280	1102	1524
Gene_6486	protein_coding	854	1193	706	514	520	521
Gene_6487	protein_coding	990	760	4014	1583	496	1751
Gene_6488	protein_coding	2944	5068	2283	755	2620	463
Gene_6489	protein_coding	2409	1851	1691	1943	1910	2272
Gene_6490	protein_coding	1383	4581	1635	3605	1514	2726
Gene_6491	protein_coding	935	1156	1484	1527	1508	1482
Gene_6492	protein_coding	283	1167	1656	5986	6101	9868
Gene_6493	protein_coding	503	577	446	702	498	311
Gene_6494	lncRNA	340	377	221	1157	387	277
Gene_6495	protein_coding	41	42	7	125	1686	716
Gene_6496	protein_coding	451	1369	1021	427	145	2173
Gene_6497	protein_coding	2106	5335	2224	3740	980	2105
Gene_6498	protein_coding	1957	2510	1183	1527	1911	2687
Gene_6499	protein_coding	758	2117	416	1608	962	2341
Gene_6500	protein_coding	137	198	537	459	232	88
Gene_6501	protein_coding	1763	1082	853	826	1001	640
Gene_6502	lncRNA	639	398	314	562	458	277
Gene_6503	protein_coding	1973	1796	2759	2320	2536	5352
Gene_6504	protein_coding	483	532	302	635	446	786
Gene_6505	lncRNA	647	505	1958	585	283	251
Gene_6506	protein_coding	1074	876	760	377	536	571
Gene_6507	protein_coding	827	572	463	630	771	177
Gene_6508	protein_coding	133	317	486	511	432	260
Gene_6509	protein_coding	251	933	429	1305	1442	743
Gene_6510	protein_coding	1542	2345	735	1137	1077	654
Gene_6511	protein_coding	184	325	205	1115	0	1024
Gene_6512	protein_coding	886	413	1088	545	1612	421
Gene_6513	protein_coding	128	314	253	425	411	314
Gene_6514	lncRNA	2362	1771	1573	1299	947	1220
Gene_6515	protein_coding	3611	392	769	1393	360	739
Gene_6516	lncRNA	140	277	510	872	433	400
Gene_6517	protein_coding	331	310	486	63	482	295
Gene_6518	protein_coding	62	33	169	104	122	93
Gene_6519	pseudogene	664	55	936	1677	446	413
Gene_6520	lncRNA	790	3492	853	3131	1152	2171
Gene_6521	protein_coding	703	1129	398	909	1024	621
Gene_6522	protein_coding	2986	1127	1555	544	1382	1457
Gene_6523	protein_coding	432	628	698	349	736	1125
Gene_6524	protein_coding	149	402	422	474	295	241
Gene_6525	protein_coding	1566	1686	1365	825	806	1222
Gene_6526	protein_coding	372	361	237	178	688	235
Gene_6527	protein_coding	1923	2406	3190	3140	2457	2036
Gene_6528	protein_coding	1022	1467	2134	1394	905	942
Gene_6529	protein_coding	855	835	928	429	339	658
Gene_6530	protein_coding	1628	702	1914	1728	933	720
Gene_6531	pseudogene	1273	903	259	1787	874	294
Gene_6532	protein_coding	559	1813	2603	431	151	1635
Gene_6533	protein_coding	626	118	697	314	499	293
Gene_6534	protein_coding	1478	2033	837	3196	3495	2401
Gene_6535	protein_coding	4882	361	691	11284	2603	3152
Gene_6536	protein_coding	633	1121	1020	1833	1690	3545
Gene_6537	protein_coding	15	4419	2840	235	144	7032
Gene_6538	protein_coding	1001	489	339	17	446	97
Gene_6539	lncRNA	584	747	983	493	546	383
Gene_6540	lncRNA	249	438	238	92	88	314
Gene_6541	lncRNA	738	410	234	1051	457	682
Gene_6542	pseudogene	1136	955	577	479	406	642
Gene_6543	pseudogene	232	221	166	486	62	210
Gene_6544	protein_coding	296	882	360	266	900	543
Gene_6545	protein_coding	44	890	37	167	64	157
Gene_6546	pseudogene	94	118	134	100	182	307
Gene_6547	protein_coding	389	914	1069	738	939	2486
Gene_6548	pseudogene	531	534	686	384	779	1031
Gene_6549	protein_coding	1582	2148	4926	2341	5598	1562
Gene_6550	protein_coding	529	723	832	681	689	590
Gene_6551	protein_coding	2581	942	184	854	173	208
Gene_6552	lncRNA	472	597	1118	920	105	540
Gene_6553	protein_coding	1345	1189	1096	755	768	1234
Gene_6554	protein_coding	4059	544	2311	2216	300	538
Gene_6555	protein_coding	1202	837	2833	2095	835	573
Gene_6556	protein_coding	249	221	1241	450	198	19
Gene_6557	protein_coding	219	192	233	280	247	197
Gene_6558	protein_coding	369	480	323	611	481	501
Gene_6559	lncRNA	1380	476	201	454	2068	256
Gene_6560	protein_coding	2969	1472	1341	1282	2135	958
Gene_6561	lncRNA	412	561	470	766	640	636
Gene_6562	lncRNA	582	510	176	43	890	511
Gene_6563	pseudogene	240	244	312	334	168	386
Gene_6564	protein_coding	162	1140	2156	1203	189	1237
Gene_6565	protein_coding	119	79	175	91	185	68
Gene_6566	protein_coding	5110	1025	2122	2559	4134	2904
Gene_6567	protein_coding	22	21	85	24	45	99
Gene_6568	lncRNA	99	175	542	377	61	168
Gene_6569	protein_coding	1403	1714	660	1014	1658	1398
Gene_6570	protein_coding	2342	2398	2055	1567	2076	2276
Gene_6571	protein_coding	2912	1613	922	1963	3275	384
Gene_6572	pseudogene	471	519	353	506	715	1270
Gene_6573	pseudogene	437	370	275	385	230	307
Gene_6574	lncRNA	1588	3048	989	9724	1117	804
Gene_6575	protein_coding	938	511	1896	969	2270	1285
Gene_6576	protein_coding	301	459	403	67	321	329
Gene_6577	pseudogene	531	518	751	313	292	351
Gene_6578	protein_coding	2497	1285	2279	1080	1357	4855
Gene_6579	protein_coding	1396	2063	1323	39	585	2271
Gene_6580	protein_coding	111	395	969	771	190	895
Gene_6581	protein_coding	938	660	2973	1586	77	2994
Gene_6582	protein_coding	3456	2167	1872	1572	1363	1231
Gene_6583	pseudogene	1446	654	540	655	576	685
Gene_6584	protein_coding	945	529	865	935	1024	545
Gene_6585	protein_coding	1202	283	653	1235	224	843
Gene_6586	protein_coding	663	2167	411	1111	527	29
Gene_6587	protein_coding	388	581	181	318	664	105
Gene_6588	protein_coding	751	1471	1224	1263	1274	1624
Gene_6589	protein_coding	370	300	211	1221	369	474
Gene_6590	protein_coding	1140	734	674	812	717	416
Gene_6591	protein_coding	1660	2208	1880	596	1020	1405
Gene_6592	protein_coding	370	1509	1581	554	493	1476
Gene_6593	protein_coding	3461	561	1234	1791	989	1132
Gene_6594	lncRNA	1499	835	1404	1610	634	2145
Gene_6595	protein_coding	1167	4781	1282	2726	1333	2626
Gene_6596	protein_coding	1788	1236	544	690	314	343
Gene_6597	protein_coding	431	318	408	678	301	246
Gene_6598	protein_coding	2502	692	1457	1356	2281	532
Gene_6599	pseudogene	2398	2288	1934	2022	1374	1245
Gene_6600	protein_coding	1746	880	2645	1239	2723	1728
Gene_6601	protein_coding	3958	1849	2778	2612	1825	2059
Gene_6602	protein_coding	556	320	3369	124	191	1124
Gene_6603	protein_coding	357	1644	251	7255	158	156
Gene_6604	pseudogene	88	54	70	44	46	48
Gene_6605	protein_coding	94	225	165	339	226	272
Gene_6606	pseudogene	1184	2373	999	2175	2818	1877
Gene_6607	lncRNA	38	38	111	45	97	35
Gene_6608	protein_coding	191	430	616	307	78	498
Gene_6609	protein_coding	1740	657	1162	775	2369	689
Gene_6610	protein_coding	314	236	79	170	7	83
Gene_6611	protein_coding	131	183	295	163	447	60
Gene_6612	protein_coding	1798	2212	2169	2029	1507	2708
Gene_6613	pseudogene	739	2661	1707	1223	1269	1421
Gene_6614	protein_coding	2358	583	764	402	476	333
Gene_6615	protein_coding	242	186	321	187	935	1092
Gene_6616	protein_coding	862	1296	1621	1201	1604	2028
Gene_6617	pseudogene	428	561	684	484	1310	755
Gene_6618	protein_coding	1046	552	627	551	1644	542
Gene_6619	protein_coding	462	609	331	704	3040	1731
Gene_6620	protein_coding	1091	467	1059	624	1804	1973
Gene_6621	protein_coding	2218	692	1944	1120	962	2776
Gene_6622	protein_coding	239	221	343	383	316	261
Gene_6623	lncRNA	1371	1613	1041	1604	1972	1411
Gene_6624	lncRNA	489	285	257	378	481	347
Gene_6625	lncRNA	1382	3200	2389	1980	1911	1144
Gene_6626	protein_coding	140	336	282	578	194	207
Gene_6627	protein_coding	992	1089	411	696	733	747
Gene_6628	protein_coding	171	248	46	639	382	839
Gene_6629	protein_coding	1739	1867	990	521	2112	2732
Gene_6630	protein_coding	136	131	18	46	27	16
Gene_6631	protein_coding	1287	2656	3766	1051	135	1244
Gene_6632	lncRNA	810	1331	277	691	89	146
Gene_6633	protein_coding	265	417	183	489	106	214
Gene_6634	protein_coding	2497	1948	2009	2007	2808	1568
Gene_6635	protein_coding	1937	849	1212	4025	3034	2860
Gene_6636	protein_coding	5492	2153	1731	1530	4890	3085
Gene_6637	lncRNA	178	338	241	75	220	54
Gene_6638	pseudogene	3403	18	1430	2045	2611	2197
Gene_6639	protein_coding	1890	496	2483	2019	526	2743
Gene_6640	protein_coding	448	194	358	312	518	75
Gene_6641	protein_coding	278	89	392	57	3	316
Gene_6642	pseudogene	49	238	282	70	52	54
Gene_6643	pseudogene	828	434	1759	481	184	573
Gene_6644	protein_coding	637	281	1750	1076	909	236
Gene_6645	protein_coding	2207	1718	2944	1781	1590	1670
Gene_6646	protein_coding	1538	1245	1802	2381	1980	2224
Gene_6647	pseudogene	480	198	230	412	1285	369
Gene_6648	protein_coding	1068	3096	276	812	641	353
Gene_6649	protein_coding	959	2537	386	800	1348	151
Gene_6650	protein_coding	1700	1004	1190	720	1655	1143
Gene_6651	protein_coding	508	1406	1267	658	774	2390
Gene_6652	protein_coding	208	407	332	390	291	458
Gene_6653	lncRNA	923	362	2255	1123	750	734
Gene_6654	protein_coding	2121	1371	2074	3331	1429	2204
Gene_6655	protein_coding	956	766	1391	1125	803	2080
Gene_6656	protein_coding	1626	1305	2466	1944	1763	2224
Gene_6657	protein_coding	191	326	81	1588	1751	3033
Gene_6658	protein_coding	1000	848	1070	638	1019	718
