gene_name	gene_biotype	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
LOC131340408	protein_coding	3387	1898	3114	4512	2083	2609
LOC132442953	protein_coding	191	2614	43	63	319	614
Ly6a	protein_coding	1401	2021	1067	2245	1187	1979
LOC131337586	pseudogene	2907	832	1443	836	2765	1461
Gm21181	protein_coding	34	138	216	142	109	46
LOC131371489	protein_coding	1112	474	2242	1438	836	615
Gm45979	protein_coding	1726	1520	3930	5481	2223	1152
LOC131338233	protein_coding	199	25	138	685	30	175
LOC131337539	protein_coding	840	1703	2295	5060	1135	1287
Ddx21	protein_coding	829	797	528	514	955	674
EC218RL	protein_coding	721	1173	1033	570	900	343
Nr2f1	protein_coding	517	1485	1379	1502	591	1827
Fut9	protein_coding	1413	505	660	648	947	951
Mtgq4	protein_coding	3688	2416	1762	1766	999	1034
Gm12087	protein_coding	222	251	163	487	991	437
5830418P13Rik	protein_coding	746	366	1184	250	71	271
Esx1	lncRNA	826	163	462	171	619	53
1700064J06Rik	protein_coding	1131	927	1054	2458	2234	1886
D5Buc18	protein_coding	613	418	252	596	401	1166
Tas1r3	protein_coding	872	653	1422	101	482	1414
LOC131378912	protein_coding	634	2667	3847	2466	956	1484
LOC131340147	protein_coding	1146	1382	763	1071	1292	1719
LOC131379512	lncRNA	3085	172	347	3429	1934	189
Rhox13	protein_coding	865	1535	681	833	960	1073
Nit1	protein_coding	1783	2410	607	1997	1852	363
LOC128926755	protein_coding	487	444	403	1533	934	1336
LOC131391866	protein_coding	437	1644	809	900	972	398
Sdhaf3	protein_coding	793	267	661	497	727	388
Mterf2	protein_coding	301	512	1961	259	1758	1481
C030013D06Rik	protein_coding	1697	388	351	599	797	1762
Gm35685	protein_coding	374	1770	570	888	620	735
LOC132445140	protein_coding	765	610	385	850	301	711
LOC131339233	protein_coding	1095	657	1237	682	470	489
Gm28511	pseudogene	1843	1973	867	1389	1921	1280
LOC131295100	pseudogene	473	1426	2483	2078	2972	2674
Gm5157	protein_coding	626	897	792	3260	1977	1992
Gm46922	protein_coding	374	1307	1124	746	258	1087
LOC132408508	pseudogene	1608	2638	3419	7121	2363	3419
Gm39497	protein_coding	1454	1559	1673	1279	2401	1491
Aldr2	protein_coding	1261	977	1235	1030	554	760
LOC131385552	protein_coding	46	644	1033	823	1170	1282
LOC131296939	protein_coding	2162	2598	854	628	420	415
Ehd1	protein_coding	2232	1048	1124	895	1195	2632
DXMgc46	protein_coding	1527	1441	484	2914	1864	3792
LOC132442224	protein_coding	293	551	487	583	700	1249
Hectd2	protein_coding	94	795	222	76	469	625
Gm36824	lncRNA	99	2022	509	275	1022	489
Thbs3	protein_coding	2461	4569	2729	1715	2942	1407
LOC131337288	lncRNA	5636	1488	385	282	703	211
Gm52108	lncRNA	210	413	333	663	346	419
Gm26782	pseudogene	393	493	480	186	334	254
Mofp5	lncRNA	409	452	1656	1435	1476	1752
Gm5746	pseudogene	3210	298	587	794	981	385
Nr2e3-rs1	lncRNA	1682	156	842	647	314	2573
Gm32818	lncRNA	66	248	154	262	234	242
Gm33653	protein_coding	872	2899	625	1213	1299	1457
LOC131387411	protein_coding	128	163	148	235	94	194
LOC132444716	protein_coding	96	161	750	59	689	1720
Utp11	pseudogene	2188	976	827	926	598	1335
Or5ak25	protein_coding	379	513	378	1417	1601	1093
LOC131339346	protein_coding	172	46	20	176	2	1
Snx25	lncRNA	342	601	343	269	882	910
Igl1-r	lncRNA	387	502	681	563	405	319
LOC132412846	protein_coding	366	329	709	735	482	565
LOC131392582	protein_coding	2855	1094	1539	1122	1354	1564
Gm23323	protein_coding	616	404	891	520	1413	576
LOC131374095	lncRNA	147	76	41	303	53	226
D730047P14Rik	protein_coding	93	189	71	388	166	247
Gm23745	pseudogene	416	1075	1351	1534	1242	941
LOC131390179	lncRNA	983	547	236	525	963	166
Dicer1	protein_coding	281	2239	161	445	13	1227
Nlrp3	protein_coding	488	730	896	338	1821	435
LOC132445232	protein_coding	850	448	777	747	514	719
Dppa1	pseudogene	666	1813	1119	1077	1290	2493
Ngfg-rs2	protein_coding	3961	3023	2287	3163	3169	3421
LOC132411375	protein_coding	657	28	26	131	419	25
Vmn2r71	protein_coding	208	281	1070	1687	972	2539
Cyfip2	protein_coding	2929	1217	494	1683	2267	407
Gm9399	protein_coding	127	380	683	1929	1123	1081
Gm41534	protein_coding	818	1628	1230	1666	1972	1054
LOC131377564	protein_coding	1356	837	919	1064	566	457
Arc	protein_coding	997	697	1123	677	773	1371
Gm15279	protein_coding	518	1110	79	680	639	398
Gm12119	protein_coding	471	1468	190	978	450	1018
Gm33502	protein_coding	2338	5264	4313	692	2445	1466
Epfq5	protein_coding	364	241	267	390	251	470
Gm57836	protein_coding	1821	1270	1099	870	985	2557
Gm8798	lncRNA	71	351	112	312	213	187
Nectin4	protein_coding	811	830	1491	640	906	237
Gm8488	protein_coding	8	3263	471	1101	182	4
LOC131391291	protein_coding	844	674	1698	1213	807	77
Csgalnact1	protein_coding	430	287	48	272	1611	1031
Mir146	lncRNA	317	287	225	290	326	121
LOC132409332	protein_coding	1849	714	1728	1201	929	675
Nicol1	protein_coding	192	79	492	528	129	220
Rb(7.18)9Lub	protein_coding	1241	558	1227	1063	2839	998
LOC131295721	protein_coding	225	118	140	246	119	219
4930478M13Rik	protein_coding	823	2463	1169	1308	818	921
Prnd	protein_coding	3239	549	658	361	1500	1578
LOC132441806	protein_coding	128	3505	682	1087	2178	1266
LOC131387426	lncRNA	3374	1914	2467	1657	3625	2779
Gm8388	protein_coding	941	1186	639	572	1470	553
Rasal3	protein_coding	542	1400	565	1104	85	692
D9Mit169	protein_coding	238	310	113	235	104	127
LOC131379097	lncRNA	1792	1198	5112	3148	2102	1058
Gm52715	lncRNA	5675	2229	2185	1473	2189	1868
D8Mit290	protein_coding	2206	6718	7311	2702	4702	2998
1110018N20Rik	protein_coding	185	100	107	85	187	157
LOC131297022	pseudogene	2729	1414	1317	2672	1001	1489
Fhip1b	protein_coding	2766	3386	1942	2168	2637	2320
LOC131385131	protein_coding	898	801	1285	718	1151	648
Lrncs1	protein_coding	237	11814	6573	1878	8882	2217
LOC131340296	pseudogene	307	1571	530	504	327	632
Gm26324	protein_coding	1005	1440	464	837	1030	1894
Gm5182	protein_coding	643	553	175	345	506	990
LOC128926068	protein_coding	427	1178	981	679	3777	315
LOC132444897	lncRNA	677	986	833	680	948	493
Gadd45b	protein_coding	714	1321	1005	3197	1439	2504
Mars2	lncRNA	2084	859	553	413	383	833
LOC131392077	protein_coding	50	1072	319	3	141	442
LOC131336854	protein_coding	158	131	56	24	245	22
LOC131384879	protein_coding	275	2764	526	1121	2073	4456
LOC131341312	protein_coding	125	600	648	412	2291	422
LOC132443629	protein_coding	833	1717	1761	847	1015	667
Gm35033	protein_coding	352	469	483	739	844	2229
Bcl7a	protein_coding	819	595	1729	538	1153	509
LOC131296448	protein_coding	581	312	185	442	556	335
Tuba3b	protein_coding	614	460	198	368	492	226
Or12e10	protein_coding	171	1288	864	758	163	20
Or1l4b	protein_coding	587	82	669	0	68	390
LOC131371614	protein_coding	324	1061	1495	864	1075	62
Gm52435	lncRNA	539	1410	2508	224	638	181
Gm51593	protein_coding	49	585	133	870	10	507
Gm20036	protein_coding	693	909	362	488	221	421
LOC131378391	protein_coding	937	484	532	500	602	509
LOC131341366	protein_coding	1057	1181	776	2441	816	861
Gm42123	protein_coding	224	229	96	9	22	196
C130098C10Rik	protein_coding	470	652	1441	1468	269	1153
LOC131379567	protein_coding	5668	89	0	729	441	96
LOC131341939	protein_coding	1691	1018	520	4305	398	1131
A930011E06Rik	protein_coding	954	286	1050	3329	396	34
Gm11871	lncRNA	1262	2403	214	746	882	446
LOC131392578	protein_coding	282	915	336	193	111	993
Gm16055	protein_coding	790	1678	1973	1249	566	1029
LOC131391771	pseudogene	732	799	1254	1077	1950	764
Tel1p	protein_coding	5551	627	710	4879	5145	1296
Gm31754	protein_coding	1580	1090	1796	1645	1021	1285
LOC131379603	pseudogene	60	335	110	268	330	72
D5Bwg0676e	protein_coding	569	908	824	1413	1932	1227
Gm24399	protein_coding	150	304	391	446	324	426
LOC114827933	lncRNA	1000	981	1103	1372	837	1216
Vmn1r-ps64	lncRNA	493	487	234	1272	558	435
Tgif2-ps2	protein_coding	407	492	152	958	144	236
Ndufab1	protein_coding	294	870	1077	465	411	585
Vmn2r-ps134	protein_coding	425	476	152	516	682	307
Gm41186	protein_coding	1352	912	667	1766	772	871
LOC108863623	lncRNA	309	181	49	56	80	247
Mir6369	protein_coding	46	16	39	63	42	36
Pml	protein_coding	480	258	310	962	162	812
Phf21a	protein_coding	3375	2024	996	1629	3211	3654
Gm51663	protein_coding	833	1232	763	884	810	586
D3Mit110	protein_coding	858	317	483	1219	436	1111
Ears2	protein_coding	756	296	438	365	246	387
Lipq3	protein_coding	1183	500	1216	798	152	190
LOC132444528	lncRNA	972	3780	3210	3208	2306	2296
LOC131386391	protein_coding	1150	1089	1686	589	1708	785
Psma5-ps	protein_coding	731	974	926	1527	553	1041
LOC132410572	pseudogene	1487	811	2025	2830	2528	3435
LOC131338840	protein_coding	928	1461	981	1545	1407	2059
Ube2uos	protein_coding	1098	942	1787	907	1197	1573
Gtf3c6	lncRNA	12	120	182	0	0	204
LOC132408291	lncRNA	1491	1618	1141	1704	1233	1525
Tbrs4	lncRNA	3214	1267	2617	727	544	106
LOC131373004	protein_coding	127	228	281	37	92	13
D14Mit64	protein_coding	1684	1068	878	996	592	1421
Zfp318	lncRNA	16	1074	2551	276	1795	673
LOC131371328	lncRNA	180	459	182	1484	475	197
Eef1g	protein_coding	1045	938	775	1364	961	1849
LOC131377883	lncRNA	65	137	560	33	802	61
Gm14270	pseudogene	1582	2457	1698	2022	2937	3957
Gm29687	protein_coding	617	476	641	594	938	431
LOC132411286	protein_coding	332	691	394	508	546	1165
Gm39911	lncRNA	1693	2793	1651	1836	2739	6960
LOC132443839	protein_coding	237	723	223	500	580	779
LOC128925132	protein_coding	63	254	25	84	62	15
Otud6a	protein_coding	773	1025	516	755	433	821
LOC131387752	protein_coding	1278	917	664	384	342	268
LOC131372137	protein_coding	913	1122	1634	507	1007	1741
Bmca	protein_coding	1559	1824	632	962	1406	575
D2Mit1009	lncRNA	754	252	1682	257	804	18
LOC131389810	protein_coding	474	597	992	348	530	489
Gm14878	protein_coding	158	419	239	144	342	458
Igf2bp2	protein_coding	190	1004	1036	478	757	271
LOC131386445	protein_coding	42	52	16	31	44	8
Gm41770	protein_coding	1228	998	783	2106	46	1487
Ifi209	protein_coding	2784	2146	983	1532	3100	1349
Gm11978	protein_coding	492	1913	740	112	163	2289
W6q11	pseudogene	547	1090	1001	253	293	704
LOC109280153	protein_coding	2468	1018	1123	1822	1482	2096
Gm38522	protein_coding	4879	395	7622	184	801	192
Mir7672	protein_coding	493	10	286	213	371	26
DXMit52	lncRNA	663	329	470	125	1074	618
Gm11620	protein_coding	1040	1804	627	869	593	1142
LOC131384813	lncRNA	1857	1607	1882	855	1816	1436
LOC131390364	protein_coding	602	1295	1397	1770	3900	4413
LOC131390069	protein_coding	903	2710	2495	2341	1366	1110
Arhgap30	protein_coding	1139	499	519	1298	473	542
Ppp1r13b	lncRNA	1212	1205	737	1213	707	1347
Gm5469	protein_coding	1542	902	304	2304	1306	306
LOC131340253	protein_coding	321	30	1541	1412	750	822
LOC131371981	protein_coding	418	28	96	308	384	209
LOC131388013	protein_coding	306	2749	1583	3650	7	790
Cbr1b	protein_coding	374	250	922	536	380	2003
2900011F02Rik	protein_coding	1366	363	1694	3490	144	92
LOC131389486	protein_coding	418	339	939	416	393	1620
LOC128925416	protein_coding	2782	806	1654	621	1021	3288
Igkv10-96	protein_coding	4531	4954	5154	1988	1658	7755
Gm5124	pseudogene	1074	1879	924	812	84	450
DXMit233	pseudogene	592	601	650	802	532	860
Gm6411	pseudogene	2125	174	1447	779	381	796
LOC132411267	protein_coding	2611	2391	686	6113	1220	1467
B430319H21Rik	lncRNA	96	388	14	0	2	46
Gm13359	protein_coding	7459	3305	1339	6654	440	1971
Vmn1r-ps113	protein_coding	1445	2127	1457	730	1147	1092
Gm29983	protein_coding	316	464	653	318	50	113
LOC128924283	protein_coding	27	426	108	296	1721	9650
LOC114827908	protein_coding	1361	1805	787	1360	2068	843
Tmevd5	protein_coding	6290	3840	3078	3073	1554	2613
LOC131374782	protein_coding	613	376	2066	480	1159	509
LOC128925216	protein_coding	1305	2281	622	31	854	204
Gm21678	protein_coding	1494	1514	2439	2523	719	2484
TTg(3;10)1Tex	protein_coding	1097	1382	298	1387	777	1070
Sqstm1	protein_coding	0	22	0	40	41	101
Gm35478	protein_coding	1558	843	679	5415	1654	991
LOC132442383	pseudogene	317	1218	1068	1206	516	950
Flot1	protein_coding	0	1104	731	1035	824	1
LOC131376773	lncRNA	1360	1735	1992	2085	4120	2446
Gm34210	protein_coding	1121	709	372	7730	1441	1677
Pparg	lncRNA	229	15	542	819	1372	2994
Cycs-ps2	protein_coding	1451	753	1900	1316	1492	1783
Dysf	protein_coding	2157	2043	884	738	1955	1380
LOC131297877	protein_coding	1096	906	1442	345	219	1489
Gm38854	protein_coding	44	250	139	190	337	151
Clint1	pseudogene	2918	2113	729	911	2629	1309
LOC132407839	protein_coding	237	147	360	191	163	405
Xmv31	pseudogene	398	523	786	1302	352	726
Tas2r110	protein_coding	850	692	973	499	694	864
4933406J09Rik	pseudogene	393	709	862	1091	1490	665
Gm57734	protein_coding	3558	1268	1739	1956	3293	1748
LOC128927453	protein_coding	35	200	169	20	50	164
Dlgap3	protein_coding	348	227	336	195	371	234
LOC131372939	protein_coding	131	407	105	750	707	561
LOC131385528	protein_coding	1147	1491	1355	533	1143	1039
LOC131386870	protein_coding	1086	2094	688	1661	1614	1341
LOC132443699	protein_coding	0	217	7	255	179	2458
LOC131374640	protein_coding	437	132	493	408	609	265
D1Mit348	protein_coding	1402	1415	733	1125	1380	941
Gm22393	protein_coding	141	444	1250	1430	449	544
D5Mit237	protein_coding	234	126	123	133	340	281
LOC131337799	pseudogene	680	388	929	366	466	1868
Omp	protein_coding	261	251	315	463	693	120
LOC131371513	protein_coding	254	379	302	2149	1143	454
Sh3glb1	protein_coding	374	408	690	224	303	89
Ap3m1	lncRNA	156	156	161	82	224	212
Degs2	protein_coding	2309	3562	457	9166	1440	1799
LOC131337998	protein_coding	3065	3476	2046	3721	2028	3080
Gm30656	protein_coding	84	375	178	166	254	403
LOC131295649	protein_coding	2209	977	307	2478	2579	667
LOC128925627	protein_coding	50	252	76	48	97	160
Asxl3	protein_coding	191	145	291	233	140	271
Igkv6-23	protein_coding	1401	1695	2085	2225	1711	3304
LOC131337701	protein_coding	52	2261	318	225	1422	192
LOC132440829	protein_coding	1534	1655	1160	3189	330	770
LOC131339616	pseudogene	957	1183	593	157	1077	773
Or2y10	lncRNA	217	574	421	192	1120	1229
Zbed4-ps1	protein_coding	700	1104	828	1101	1386	1617
LOC131337251	protein_coding	1144	948	249	1423	1292	680
4933423L19Rik	protein_coding	907	459	1068	281	478	218
LOC132409149	protein_coding	2662	523	2006	1684	1474	1146
LOC132444345	protein_coding	91	174	135	412	344	556
9430099M06Rik	protein_coding	3941	808	255	3689	2085	5105
Ttll4	protein_coding	4101	538	1435	1576	2882	789
LOC131339264	protein_coding	324	643	530	514	103	1083
LOC131388684	protein_coding	436	879	651	323	695	643
LOC131391924	lncRNA	2193	1596	601	1670	748	1085
LOC131377039	lncRNA	672	1573	1414	1079	562	644
LOC131380272	protein_coding	504	389	467	470	463	388
LOC131372911	protein_coding	916	821	3524	2456	2204	4319
Lhx9	lncRNA	2257	3959	1138	1756	248	2561
Hmgb1-ps7	lncRNA	1226	1361	255	1035	1722	235
Gm18426	protein_coding	282	542	546	229	430	565
DXHXS120	protein_coding	1800	1304	939	3304	1132	3971
Septin7	protein_coding	541	631	1457	1339	1540	879
Bmp8b	pseudogene	438	521	652	358	332	526
Gm13211	pseudogene	2	1208	1044	45	670	409
LOC131380201	lncRNA	213	96	136	119	334	173
LOC131387154	protein_coding	42	27	0	395	0	2091
Gm20838	protein_coding	279	635	104	41	0	282
4930425O10Rik	lncRNA	1528	1153	2617	417	233	451
Gstk1	protein_coding	28	164	365	466	189	326
Gm36200	protein_coding	547	380	708	774	586	802
LOC132444855	protein_coding	493	546	447	696	676	314
Foxa3	protein_coding	1560	561	727	435	1351	1090
Gm36529	protein_coding	257	44	585	733	448	850
Pmv5	protein_coding	1673	733	841	1480	2206	1703
Ftm1	lncRNA	547	41	86	384	100	391
Csmd2os	protein_coding	271	539	731	714	286	568
Gm40557	protein_coding	292	198	202	99	263	234
LOC131339311	lncRNA	117	226	369	158	237	101
Gm2769	protein_coding	1793	840	789	3277	1849	1055
LOC131338854	lncRNA	975	508	550	345	725	273
LOC131391228	protein_coding	1451	1897	2614	1234	1362	956
Sluc17	protein_coding	209	1843	296	4	213	711
Iapls3-51	protein_coding	504	364	168	108	265	544
1700040F17Rik	protein_coding	379	263	246	3533	1724	1397
Gm20276	protein_coding	670	594	819	563	415	287
B630019A10Rik	lncRNA	588	155	872	106	193	330
Rpsa-ps6	protein_coding	704	1422	1364	716	2259	2286
LOC131337888	lncRNA	902	428	256	811	359	446
LOC131372310	protein_coding	1360	591	832	520	445	982
D13Mit141	pseudogene	1048	1651	1633	1987	1753	3036
LOC132410119	protein_coding	972	2325	1640	1569	894	961
D1Ertd408e	protein_coding	8643	4942	3146	3836	6341	3788
Rb(3.5)1Icg	protein_coding	63	512	90	283	4267	1201
Gm35708	pseudogene	1375	1829	684	814	1609	1414
LOC109279878	protein_coding	337	307	639	959	456	862
Gm6893	protein_coding	331	358	1224	1170	583	74
Gm45351	lncRNA	199	83	312	487	354	515
LOC131296348	pseudogene	10	174	139	93	57	568
D16Mit69	pseudogene	288	297	578	123	586	196
Commd8	protein_coding	384	241	463	188	383	774
Nxpe5	lncRNA	213	732	332	286	434	505
D8Ertd54e	protein_coding	190	468	1074	2789	592	812
D6Rp2	protein_coding	201	770	95	115	1457	586
LOC131337845	protein_coding	82	5	610	40	21	579
LOC131341307	protein_coding	356	188	457	340	343	310
Gm33439	protein_coding	207	1013	0	2761	724	260
Gm51676	lncRNA	1083	284	590	319	2088	1308
AA589472	protein_coding	698	676	378	516	467	398
LOC131378442	pseudogene	1918	751	1027	1965	660	516
Gm7213	protein_coding	3185	1119	1717	1570	1271	665
D15Ertd509e	protein_coding	557	958	484	307	534	612
Gm16111	protein_coding	83	69	229	355	31	46
LOC131391056	protein_coding	589	1681	1265	1518	2116	1416
LOC131295308	protein_coding	477	166	335	171	224	97
Xlr4a	lncRNA	2325	1036	662	390	118	166
LOC132441129	protein_coding	181	132	238	373	302	363
Chol1	protein_coding	743	443	586	1337	1035	579
4921513I03Rik	pseudogene	2021	3850	2276	563	1325	3751
LOC131371303	pseudogene	443	1584	216	92	189	503
LOC131337478	protein_coding	491	2514	2419	632	1804	1233
Gm41866	protein_coding	1252	1904	893	1574	1753	966
C88045	protein_coding	1093	1298	2753	2504	1488	3471
Lrrc57	protein_coding	1002	2349	2979	5713	3293	3603
Gm8869	protein_coding	2012	1871	702	1309	700	1568
Gm18740	lncRNA	482	277	406	644	2621	431
Tulp3	protein_coding	1234	303	307	437	1352	416
LOC131371778	protein_coding	41	1027	154	923	1068	1414
Tbc1d22a	protein_coding	1150	2190	468	1302	1515	2846
LOC131390831	protein_coding	902	998	261	804	68	304
Gm12361	protein_coding	204	213	88	236	350	322
D18Mit49	protein_coding	119	533	81	340	122	200
LOC131337939	protein_coding	266	99	430	387	698	138
LOC131296988	lncRNA	104	368	91	154	39	640
Gm25499	protein_coding	249	1313	888	526	891	1185
LOC128926603	protein_coding	496	191	759	313	139	1298
LOC131338749	protein_coding	555	46	1014	507	110	1039
Mir5622	protein_coding	1459	239	637	921	100	2056
Gm17638	protein_coding	747	647	458	670	755	1510
Tmem38a	pseudogene	2256	707	749	755	323	444
Rhv1	protein_coding	184	178	218	320	184	129
LOC131385752	protein_coding	514	1468	796	2339	594	2175
W3q3	protein_coding	447	110	30	136	234	62
Rassf3	protein_coding	124	70	186	116	147	144
Kidq4	pseudogene	1426	335	619	606	248	742
LOC108663999	protein_coding	904	675	925	304	1445	693
Or5k8	protein_coding	387	368	69	1782	2099	1229
Ntmt2	protein_coding	348	58	61	42	1449	22
LOC132441302	pseudogene	2	781	7265	277	154	2339
Gm8038	protein_coding	860	167	672	84	27	521
LOC131295448	lncRNA	1008	1030	486	1144	1482	616
C80831	protein_coding	1771	557	2298	746	3962	1036
4930593C16Rik	protein_coding	0	1127	19	17	0	2
LOC132444984	protein_coding	1264	12	1539	533	490	1678
Fcnc-ps	protein_coding	356	367	159	295	148	174
LOC131386886	protein_coding	762	440	1433	1501	2260	960
Tex38	protein_coding	445	474	863	1007	495	233
Gm6750	pseudogene	1565	1203	1956	353	1932	809
Gm25126	protein_coding	557	435	456	497	852	249
LOC109245081	protein_coding	1327	2091	1157	1807	3304	1574
B230207O21Rik	protein_coding	722	905	1015	550	1229	539
LOC131377650	protein_coding	890	957	1208	1814	1303	860
LOC132443401	protein_coding	642	311	287	36	249	190
Gm34583	protein_coding	380	1185	1185	478	4337	1630
LOC132440554	protein_coding	964	131	18	663	2055	1720
Pdzk1	protein_coding	417	203	283	699	1066	182
Foxi2	lncRNA	142	141	67	181	38	180
Maoa	protein_coding	916	917	1665	167	51	186
Mir211	pseudogene	656	241	530	315	229	302
Rgs7	protein_coding	381	350	368	35	193	479
Gsdmcl-ps	protein_coding	49	51	185	23	17	21
4930478K11Rik	protein_coding	1060	1552	1180	1002	439	1044
LOC131337598	protein_coding	165	262	193	185	250	196
Gm3836	protein_coding	812	774	1226	1460	631	942
C85699	protein_coding	1233	772	1076	691	654	2118
LOC131388674	pseudogene	97	42	105	146	113	127
Tet(5<12>)1Jic	protein_coding	2478	2364	612	1726	288	285
LOC131339390	protein_coding	264	379	151	179	189	215
Gm39195	protein_coding	746	1291	637	180	469	28
LOC132440806	protein_coding	1462	487	2242	127	0	0
D18Mit124	protein_coding	7989	6877	2292	451	3004	25
LOC131337946	protein_coding	918	768	613	1356	1039	432
LOC131340158	protein_coding	160	155	570	193	209	146
Gm4814	protein_coding	1049	619	408	402	1076	1298
Gm46640	lncRNA	424	250	353	1895	705	165
Cimip4	protein_coding	1388	1991	2319	4375	4582	2361
Gm6641	protein_coding	925	4171	4543	6093	15547	8556
Gm39540	protein_coding	134	673	906	274	1529	2234
Gm4799	protein_coding	1600	1389	2315	1612	1340	1470
Zfp703	pseudogene	776	946	677	1274	257	686
Gm19726	protein_coding	209	745	134	550	240	69
D5Mit372	protein_coding	181	183	314	71	59	63
Cocrb14	protein_coding	320	28	468	2164	543	49
LOC131380606	protein_coding	562	399	621	182	158	135
Gm9670	protein_coding	135	19	11	102	13	7
Eae44a	lncRNA	277	795	1100	40	427	337
LOC128924991	lncRNA	813	506	50	650	489	562
Hbb	lncRNA	4957	1517	2547	3568	3996	1381
Zfp185	protein_coding	2165	1825	2077	19872	1816	9295
LOC131378152	protein_coding	1312	1207	529	1117	772	1432
4930412F12Rik	protein_coding	1972	2162	1862	1497	2139	1817
Smarce1-ps1	pseudogene	2040	1167	1077	2631	624	682
LOC131374965	protein_coding	165	171	109	167	207	112
D5Mit174	protein_coding	597	1259	943	733	1143	1765
Gm41427	protein_coding	288	440	218	296	430	209
LOC132412169	protein_coding	430	25	316	132	578	734
LOC131371864	lncRNA	481	428	436	181	90	346
Entrep2	protein_coding	749	302	659	369	367	499
Gm31331	protein_coding	193	131	24	14	0	19
Gm5963	pseudogene	1839	1189	1536	6158	6300	7231
LOC131377172	protein_coding	146	336	176	161	445	188
LOC132442199	protein_coding	248	245	485	685	690	467
Vtbt3	protein_coding	125	728	140	302	280	284
AA387883	protein_coding	1235	742	711	1685	772	515
LOC131392495	protein_coding	837	977	1773	1984	1174	991
Gm23972	protein_coding	2384	3119	2177	2034	898	1924
Grr	lncRNA	163	423	1305	977	978	598
LOC131373617	protein_coding	590	682	883	1089	1745	907
Napb	protein_coding	699	1115	490	831	2970	553
LOC131341943	protein_coding	1908	2162	1633	933	1784	4697
LOC131295684	protein_coding	266	185	88	252	274	244
n-TRccg3	lncRNA	349	1591	1670	2142	923	3380
LOC131390896	protein_coding	3477	5405	2042	3609	1831	3758
LOC131374313	protein_coding	556	244	378	910	770	1025
Ednrb	protein_coding	291	945	798	638	573	1047
LOC132443996	protein_coding	4087	1415	496	1863	3598	3105
Gm39795	protein_coding	446	331	425	262	493	475
Teddm1b	protein_coding	85	149	167	119	125	51
Thyn1	protein_coding	1194	806	1300	1065	1858	478
D12Mit128	protein_coding	2123	3246	686	1308	822	679
LOC131379272	protein_coding	4285	831	3611	1085	3481	2270
Gm19116	pseudogene	469	1011	1033	1668	811	809
Rmnd5a	protein_coding	178	785	793	460	350	917
Gm46429	protein_coding	2825	2954	2429	2774	676	596
Gm2106	protein_coding	1816	782	2959	1869	384	1612
LOC132412121	protein_coding	1008	1876	2706	913	3106	5333
wfd	pseudogene	740	343	506	260	365	723
LOC131388046	protein_coding	1839	1361	2044	1235	1250	1645
Gm36033	protein_coding	42	1959	66	815	269	23
Gm13379	protein_coding	840	616	1396	842	637	854
C2cd4d	protein_coding	1311	1158	1362	1694	1278	2352
Gm41818	protein_coding	108	230	196	179	163	261
Tmevd4	lncRNA	1061	732	789	324	2435	523
LOC131380524	protein_coding	2632	790	1941	2615	741	2460
LOC132443859	pseudogene	238	522	679	477	85	545
Gm7512	protein_coding	383	277	508	475	349	287
D7Tem4	protein_coding	1170	3800	1727	1069	891	1949
LOC131378151	protein_coding	1311	1190	1288	1690	1374	766
Gm34942	protein_coding	811	648	1158	773	151	631
Emv69	protein_coding	1544	799	915	3097	308	1003
4833414E09Rik	lncRNA	868	2848	619	802	1857	675
LOC131380189	protein_coding	716	1378	770	1271	937	520
LOC131373717	protein_coding	554	528	613	462	1499	131
LOC128925309	pseudogene	17	86	516	777	290	739
LOC131390812	protein_coding	118	236	147	287	101	109
LOC131385360	protein_coding	727	751	723	449	94	540
1700071M16Rik	protein_coding	37	77	318	616	159	46
Gm38808	protein_coding	745	92	71	235	942	277
LOC131338848	protein_coding	1051	599	482	1642	731	832
Gtpbp3	protein_coding	1257	652	377	863	837	722
n-TGtcc7	pseudogene	534	557	467	1047	1446	900
LOC131373377	protein_coding	1469	683	1122	827	917	1953
LOC128926573	protein_coding	1249	715	1414	248	620	492
Gm42366	pseudogene	549	502	421	590	490	439
Gm37996	protein_coding	536	789	530	339	927	233
Gm25204	protein_coding	576	473	858	1297	1348	681
Mir21c	protein_coding	97	93	39	139	145	109
Gm53966	protein_coding	1286	3913	1298	343	1004	3455
Iac	protein_coding	2088	1257	3022	962	1218	929
LOC131377288	protein_coding	1558	1978	1756	365	33	407
LOC131389409	protein_coding	2224	1117	1551	126	1619	1388
LOC132411888	lncRNA	239	305	257	407	89	383
Gm39352	protein_coding	3312	1688	1401	1419	1062	2328
LOC131339427	protein_coding	1671	1451	1701	4704	280	1226
Ubxn10	protein_coding	1327	1525	2630	1235	1339	690
LOC132411533	pseudogene	44	163	77	35	82	71
LOC132440564	protein_coding	268	268	809	1199	65	518
LOC131380011	protein_coding	562	461	775	411	611	164
D16Jhu11e	protein_coding	4672	3194	5115	1672	444	1179
Gm53178	protein_coding	2412	342	1789	677	886	1352
Rpl31-ps25	protein_coding	5	124	6	15	8	137
Gm32085	lncRNA	199	513	101	344	119	102
Klk13	protein_coding	91	699	453	236	54	30
LOC131374815	protein_coding	292	518	1030	394	1060	658
LOC131391804	protein_coding	1253	665	207	208	105	785
LOC131377691	pseudogene	177	182	221	235	167	373
LOC128925997	pseudogene	997	1514	1821	3852	1610	730
